,c2f6,c3f8,c4f10,c5f12,c6f14,c7f16,c8f18,c_c4f8,carbon_dioxide,carbon_tetrachloride,cf4,cfc113,cfc114,cfc115,cfc11,cfc12,ch2cl2,ch3ccl3,chcl3,halon1211,halon1301,halon2402,halon1202,hcfc141b,hcfc142b,hcfc22,hfc125,hfc134a,hfc143a,hfc152a,hfc227ea,hfc236fa,hfc23,hfc245fa,hfc32,hfc365mfc,hfc4310mee,methane,methyl_bromide,methyl_chloride,nf3,nitrous_oxide,sf6,so2f2,so2,nox,co,nmvoc,bc,nh3,oc,nox_avi
1771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12270511081206482,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6013494e-09,0.0,0.0,0.0,5.465637800000002e-08,0.0,0.0,21.42892110132936,-1.5459999999981044e-05,-0.0008130999999993449,0.0,0.08109797289236419,0.0,5.060673700000001e-09,0.01637586732044971,-0.1119692281706488,-0.665370483508525,-0.5975858948239576,0.0031389451980334826,0.14152831356610296,-0.1256907551620241,0.0
1772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12489436457550222,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6374741e-09,0.0,0.0,0.0,5.8726423e-08,0.0,0.0,21.39461571539237,1.140000000010577e-06,5.9700000001328135e-05,0.0,0.08263009715091173,0.0,5.1782465e-09,-0.008169622359368134,-0.21120447687716215,-3.913884944611425,-1.2968732780709544,-0.010693214080583768,0.11554047005831602,-0.33348486072074124,0.0
1773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1271238738421892,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6733555000000001e-09,0.0,0.0,0.0,6.276843000000001e-08,0.0,0.0,21.59523139318095,-1.8209999999990734e-05,-0.0009574999999992784,0.0,0.08419116670438971,0.0,5.295731900000002e-09,-0.0024779062025830356,-0.26782234740292843,-2.750549688425224,-1.1052573743450012,-0.005015152275149148,0.17681364356682394,-0.24300435584907554,0.0
1774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12939437919744215,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7090140000000001e-09,0.0,0.0,0.0,6.678474599999999e-08,0.0,0.0,22.25970772945681,-6.122999999999545e-05,-0.0032186999999987975,0.0,0.08578172839493182,0.0,5.4131346e-09,0.08886353747695308,0.0486906273471277,9.57622625788531,1.2915316464051827,0.05712998510219647,0.42001137764982577,0.42792502966652,0.0
1775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1317066348512142,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7452255e-09,0.0,0.0,0.0,7.0864778e-08,0.0,0.0,22.200963290559795,-3.526999999999003e-05,-0.0018543999999991456,0.0,0.08740233939575731,0.0,5.5307395e-09,0.057264608066112554,0.13407921554273905,6.519814078223931,0.5190042400315349,0.05122584145210318,0.34195472813992644,0.1414675566422332,0.0
1776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134448338015518,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7810976999999999e-09,0.0,0.0,0.0,7.490574e-08,0.0,0.0,22.141942125209106,-4.829000000000638e-05,-0.002538799999999064,0.0,0.08905356740634862,0.0,5.6482193e-09,0.026623643842823785,-0.3277952529222059,0.3711937349881964,-0.6406814273031785,0.014372376094809791,0.3337798859782861,-0.07759113100277126,0.0
1777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13684641265261663,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8172253e-09,0.0,0.0,0.0,7.8976112e-08,0.0,0.0,22.568710059808843,-3.499999999999337e-05,-0.001840099999999012,0.0,0.0907359908513163,0.0,5.7657942e-09,0.08130519951490323,0.1993715450132676,9.018002235559948,0.8716638466841857,0.07247402819794635,0.428283671821033,0.22578938283034589,0.0
1778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13928858449559683,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8531337e-09,0.0,0.0,0.0,8.3021224e-08,0.0,0.0,22.856080929571224,-4.307999999998702e-05,-0.002264900000000125,0.0,0.09245019908302096,0.0,5.883287199999999e-09,0.12051750898749525,0.47230500273481546,14.228054685727272,1.7616607218225795,0.10023064680799809,0.5069159751704007,0.45178810070904873,0.0
1779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1417756648060385,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.889034e-09,0.0,0.0,0.0,8.706542400000001e-08,0.0,0.0,22.820635694370733,-5.0819999999979215e-05,-0.0026714999999990496,0.0,0.09419679258802315,0.0,6.0007768e-09,0.06366401388288168,-0.03822194579834104,7.398812740764811,0.4789886570941917,0.06184502201566655,0.4910833657016074,0.1797897159643025,0.0
1780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1443094873983324,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9244033000000003e-09,0.0,0.0,0.0,9.1048394e-08,0.0,0.0,23.24616665378551,-9.955999999998466e-05,-0.00523389999999857,0.0,0.09597638319743369,0.0,6.1180645000000005e-09,0.10557565009702241,-0.02014773204446918,13.086683383361446,1.5967694359901259,0.09149683225455796,0.6417390292104068,0.5707126535997897,0.0
1781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14737959968001899,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9610810000000003e-09,0.0,0.0,0.0,9.518218200000001e-08,0.0,0.0,23.249655483903965,-4.536999999997515e-05,-0.0023852999999993685,0.0,0.09778959430123786,0.0,6.235849e-09,0.11104420636081702,0.14268807441981757,11.562695085534415,1.1714802484681144,0.09167044449848127,0.5780932611940548,0.35928411832099094,0.0
1782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1500064300625154,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9969147999999998e-09,0.0,0.0,0.0,9.9218691e-08,0.0,0.0,23.34175811891444,-5.6479999999983765e-05,-0.0029689999999993333,0.0,0.09963706106666863,0.0,6.353312700000001e-09,0.07812481024722473,-0.27407726715314773,7.519195844922024,0.4638952289041356,0.06275194573728404,0.5919356962505651,0.2651526798673771,0.0
1783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1526825736065896,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0330816e-09,0.0,0.0,0.0,1.0329359000000001e-07,0.0,0.0,23.379916787266467,-4.4129999999989455e-05,-0.002320099999999492,0.0,0.10151943066070569,0.0,6.470903700000001e-09,0.07341283996650194,-0.29082860859424997,5.759565476312332,0.07988649957841432,0.05295483432025616,0.5685421820198373,0.1595923251776732,0.0
1784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155406903739063,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0692566999999997e-09,0.0,0.0,0.0,1.0736946e-07,0.0,0.0,23.29404230240209,-3.241999999997747e-05,-0.0017043999999994952,0.0,0.10343736247677762,0.0,6.588498599999999e-09,0.03826800573936895,-0.13769473292665246,2.0421374866795077,-0.8095663309117356,0.04277145702045404,0.4534663089801825,-0.21952689127693148,0.0
1785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15818342488712017,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1048124e-09,0.0,0.0,0.0,1.1137390000000001e-07,0.0,0.0,23.80210553725873,-5.955999999998629e-05,-0.003131299999999726,0.0,0.10539152836574732,0.0,6.7058545000000006e-09,0.08914216971587186,-0.1827300131829901,8.277766574361578,0.47265313839165657,0.0680689358393134,0.6104622320413391,0.2850433328115489,0.0
1786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16163561977304686,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14077e-09,0.0,0.0,0.0,1.1542471e-07,0.0,0.0,23.831994998220747,-6.088999999998013e-05,-0.003200699999998946,0.0,0.1073826128712611,0.0,6.8233653e-09,0.08382597045508078,-0.16740084111236264,5.678518518436533,-0.10714381707931864,0.06091272944506132,0.5633941627471923,0.019488975415557164,0.0
1787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16451403728003883,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1768802999999997e-09,0.0,0.0,0.0,1.1949308e-07,0.0,0.0,24.17652817967206,-5.357999999999752e-05,-0.002816600000000058,0.0,0.10941131346954414,0.0,6.940935e-09,0.1186227171056995,0.025704998200160034,10.266009474776183,0.7315308523878628,0.08740853814644822,0.6274818782776865,0.2626633082247505,0.0
1788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16744436263376064,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2120831000000002e-09,0.0,0.0,0.0,1.2345688999990001e-07,0.0,0.0,24.855928924260272,-9.552999999999645e-05,-0.0050221999999990885,0.0,0.11147834081372603,0.0,7.058154400000002e-09,0.2079819234502085,0.5295956516826017,22.829733572246823,3.1025042425937457,0.15745272828404122,0.803244649299625,0.8956861902296449,0.0
1789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17042958458240806,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2486571e-09,0.0,0.0,0.0,1.2757871000000001e-07,0.0,0.0,24.717072836600927,-6.35299999999922e-05,-0.003339899999999396,0.0,0.1135844189827825,0.0,7.1759029000000005e-09,0.1577689189814766,0.11104943748027551,14.914285801407175,1.6104661553526753,0.10989387648455562,0.7358261516186966,0.5527404678653287,0.0
1790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17346968689982917,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2839743e-09,0.0,0.0,0.0,1.3155567e-07,0.0,0.0,24.942208573783372,-9.633999999998644e-05,-0.005064399999999303,0.0,0.1157302857351799,0.0,7.293164799999998e-09,0.16548772772206766,0.19681546883171208,16.3528576152666,1.8241655839838415,0.11866624047264818,0.7525642795890448,0.6090757617146014,0.0
1791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1771803385117803,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.320551e-09,0.0,0.0,0.0,1.3567783e-07,0.0,0.0,24.778432167331214,-6.64499999999818e-05,-0.0034933999999990917,0.0,0.11791669276731184,0.0,7.410915900000001e-09,0.12548677846142198,-0.09579338924667269,8.13102738908509,0.1969129800809597,0.0748128010479272,0.6292534520518789,0.16878172941645708,0.0
1792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18050960258708726,2.4856862000000002e-05,1.0071225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7232726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3570319000000003e-09,0.0,0.0,0.0,1.3978892e-07,0.0,0.0,24.818892944319888,-4.306999999999228e-05,-0.0022641999999990503,0.0,0.12014440597681808,0.0,7.5286303e-09,0.11583747047413517,-0.0824869815771958,5.724178833514827,-0.31614048276245654,0.06388003753713445,0.5714649533062577,-0.000998954414820119,0.0
